arm,order,seed,Final,Incoming,Old,Forget
DPR_U,O1,61,0.6475424181079644,0.7163451775965253,0.5787396586194036,0.12999505362798303
DPR_U,O1,62,0.6235483673339632,0.7272606831742898,0.5198360514936367,0.17489753610460357
DPR_U,O1,63,0.6264701471944206,0.7277297781210491,0.5252105162677921,0.15966839880073613
DPR_U,O2,61,0.5756979475846,0.727787018851213,0.42360887631798716,0.2757918810992024
DPR_U,O2,62,0.5844862878417312,0.7117756493521414,0.45719692633132103,0.22802648381962054
DPR_U,O2,63,0.5851415218291924,0.6835273210161142,0.4867557226422705,0.14918505953549877
RESPONSE_U,O1,61,0.6512521335356076,0.7237256720641431,0.5787785950070721,0.12995611724031453
RESPONSE_U,O1,62,0.6230563547088886,0.7248966487563776,0.5212160606613997,0.17351752693684053
RESPONSE_U,O1,63,0.6235616013168308,0.7318664758224247,0.5152567268112369,0.16962218825729136
RESPONSE_U,O2,61,0.5820684890300811,0.7240538763194191,0.4400831017407432,0.2593176556764463
RESPONSE_U,O2,62,0.5633243916936878,0.7098143854643404,0.4168343979230351,0.26838901222790645
RESPONSE_U,O2,63,0.5864706463507378,0.6951796442371571,0.47776164846431846,0.15817913371345083
DPR_L,O1,61,0.6505869030865008,0.7217138859627861,0.5794599202102154,0.12927479203717118
DPR_L,O1,62,0.6275227762196316,0.727361154514534,0.5276843979247292,0.167049189673511
DPR_L,O1,63,0.6249184566631837,0.7341836741259344,0.5156532392004329,0.16922567586809534
DPR_L,O2,61,0.5610439546942256,0.7228738674243964,0.39921404196405486,0.3001867154531347
DPR_L,O2,62,0.5772208870945282,0.7034887157293517,0.45095305845970485,0.23427035169123672
DPR_L,O2,63,0.5741999499258014,0.6820639191477923,0.4663359807038104,0.1696048014739589
F_FULL,O1,61,0.6405381542234545,0.7256201525373911,0.555456155909518,0.15327855633786858
F_FULL,O1,62,0.6088181501730069,0.7229122336781181,0.4947240666678957,0.20000952093034452
F_FULL,O1,63,0.6397190910211629,0.7334066808415608,0.5460315012007649,0.13884741386776334
F_FULL,O2,61,0.5972288386751761,0.7238691992898778,0.47058847806047444,0.2288122793567151
F_FULL,O2,62,0.546016347398425,0.6936539189293203,0.3983787758675296,0.28684463428341195
F_FULL,O2,63,0.5685473119672892,0.7089996989303339,0.4280949250042447,0.2078458571735246
F_CONV,O1,61,0.6537334058594697,0.7244018867904355,0.583064924928504,0.12566978731888256
F_CONV,O1,62,0.6309125647752412,0.730879167913536,0.5309459616369464,0.16378762596129381
F_CONV,O1,63,0.6232057728444712,0.7335533560868646,0.5128581896020779,0.17202072546645042
F_CONV,O2,61,0.5946630818839522,0.7196850053368216,0.4696411584310829,0.22975959898610665
F_CONV,O2,62,0.5554353066161953,0.7038166346354597,0.4070539785969309,0.2781694315540107
F_CONV,O2,63,0.5833223230433212,0.7057238997789039,0.46092074630773844,0.17502003587003084
STATIC_SOURCE,O1,61,0.5585907271344311,0.4084467420214757,0.7087347122473866,0.0
STATIC_SOURCE,O1,62,0.5888964638150993,0.4830593400319585,0.6947335875982402,0.0
STATIC_SOURCE,O1,63,0.5547745327866134,0.42467015050469853,0.6848789150685283,0.0
STATIC_SOURCE,O2,61,0.5744571668086368,0.449513576200084,0.6994007574171895,0.0
STATIC_SOURCE,O2,62,0.5360880419090279,0.38695267366711417,0.6852234101509416,0.0
STATIC_SOURCE,O2,63,0.4969097403933549,0.35787869860894056,0.6359407821777693,0.0
