seed,stage_index,domain,step,full_objective,full_support_error,AA_conditional_term,AA_weighted_term,support_constant_term,regularization,W_frobenius_norm,b_norm,minimum_raw_output_norm,finite,gradient_finite,gradient_evaluated
0,1,RIM_ONE_r3,0,0.03054010957143839,0.03054010957143839,0.03054010957143839,0.03054010957143839,0.0,0.0,0.0,0.0,0.9999999999999998,True,True,False
0,1,RIM_ONE_r3,1,0.02967171257733267,0.02967168538358507,0.02967168538358507,0.02967168538358507,0.0,2.7193747601502813e-08,0.015998047759356048,0.003999992988042729,0.99608083044794,True,True,True
0,1,RIM_ONE_r3,2,0.028902035050208406,0.028901935547284374,0.028901935547284374,0.028901935547284374,0.0,9.950292403174029e-08,0.0305709127528297,0.007774865514996203,0.9923020685230656,True,True,True
0,1,RIM_ONE_r3,3,0.028215488790869124,0.028215277008150526,0.028215277008150526,0.028215277008150526,0.0,2.1178271859874114e-07,0.04462267085707781,0.011253640813901514,0.988749824483467,True,True,True
0,1,RIM_ONE_r3,4,0.02760009371202273,0.027599733462062653,0.027599733462062653,0.027599733462062653,0.0,3.602499600769949e-07,0.05826413034955741,0.014414947637079126,0.9854363162625309,True,True,True
0,1,RIM_ONE_r3,5,0.02704679951595045,0.027046257575871736,0.027046257575871736,0.027046257575871736,0.0,5.419400787135977e-07,0.07155806418523132,0.01728711188134938,0.9823864630441279,True,True,True
0,1,RIM_ONE_r3,6,0.026547757767052454,0.02654700392861358,0.02654700392861358,0.02654700392861358,0.0,7.538384388731411e-07,0.08450939514323226,0.01991347587078765,0.979632081015017,True,True,True
0,1,RIM_ONE_r3,7,0.026095689302253255,0.026094696292060446,0.026094696292060446,0.026094696292060446,0.0,9.930101928110709e-07,0.09711444805668694,0.022335754000162248,0.9771857142960803,True,True,True
0,1,RIM_ONE_r3,8,0.025684539464267565,0.02568328240883005,0.02568328240883005,0.02568328240883005,0.0,1.2570554375136675e-06,0.10938736644879521,0.024595902840385195,0.9750414695863177,True,True,True
0,1,RIM_ONE_r3,9,0.025309367702069995,0.025307823799325804,0.025307823799325804,0.025307823799325804,0.0,1.543902744191708e-06,0.12134397660581042,0.026733252391088015,0.9731844025970179,True,True,True
0,1,RIM_ONE_r3,10,0.02496564659380119,0.024963795156155256,0.024963795156155256,0.024963795156155256,0.0,1.8514376459323853e-06,0.13298904885957197,0.028780016378560962,0.9715969057163731,True,True,True
0,1,RIM_ONE_r3,11,0.024648916633638437,0.0246467391953477,0.0246467391953477,0.0246467391953477,0.0,2.1774382907345096e-06,0.14431983462566125,0.030759847869696617,0.9702616220014362,True,True,True
0,1,RIM_ONE_r3,12,0.02435488155150357,0.024352361827991227,0.024352361827991227,0.024352361827991227,0.0,2.5197235123423516e-06,0.15533397691898368,0.032689306171226076,0.9691631720070732,True,True,True
0,1,RIM_ONE_r3,13,0.02407969855213464,0.024076822211784584,0.024076822211784584,0.024076822211784584,0.0,2.876340350055995e-06,0.16603494380887507,0.03458035475445064,0.9682892512535312,True,True,True
0,1,RIM_ONE_r3,14,0.023820178923421573,0.02381693324461595,0.02381693324461595,0.02381693324461595,0.0,3.2456788056232106e-06,0.1764335285247646,0.03644170781581427,0.967629600960687,True,True,True
0,1,RIM_ONE_r3,15,0.02357376901365762,0.023570142537145657,0.023570142537145657,0.023570142537145657,0.0,3.626476511964061e-06,0.18654623992969696,0.038278786393151826,0.9671732026198518,True,True,True
0,1,RIM_ONE_r3,16,0.023338407975358126,0.023334390218424095,0.023334390218424095,0.023334390218424095,0.0,4.017756934030176e-06,0.1963926623208592,0.04009353472602219,0.9669059902420333,True,True,True
0,1,RIM_ONE_r3,17,0.023112432489099027,0.023108013714904292,0.023108013714904292,0.023108013714904292,0.0,4.4187741947350824e-06,0.20599371958857074,0.041884716035997,0.966810143689131,True,True,True
0,1,RIM_ONE_r3,18,0.022894608804552723,0.022889779796577425,0.022889779796577425,0.022889779796577425,0.0,4.829007975298184e-06,0.21537148679923077,0.04364862457020404,0.9668647417478132,True,True,True
0,1,RIM_ONE_r3,19,0.022684182246686,0.02267893407101282,0.02267893407101282,0.02267893407101282,0.0,5.248175673181747e-06,0.22454935657077668,0.04537998672837698,0.9670470657772804,True,True,True
0,1,RIM_ONE_r3,20,0.02248077780089204,0.022475101610090992,0.022475101610090992,0.022475101610090992,0.0,5.676190801049185e-06,0.23355097993251328,0.047072792386416,0.9673339017040519,True,True,True
0,1,RIM_ONE_r3,21,0.022284168970460302,0.022278055909926,0.022278055909926,0.022278055909926,0.0,6.113060534301682e-06,0.24239816592134672,0.04872098624806426,0.9677026536486839,True,True,True
0,1,RIM_ONE_r3,22,0.022094080283819786,0.022087521502943935,0.022087521502943935,0.022087521502943935,0.0,6.558780875849083e-06,0.25110911495046595,0.0503191926334726,0.968132352853268,True,True,True
0,1,RIM_ONE_r3,23,0.021910147545234657,0.02190313426448155,0.02190313426448155,0.02190313426448155,0.0,7.013280753107278e-06,0.2596978496107453,0.05186361382151721,0.9686045955661098,True,True,True
0,1,RIM_ONE_r3,24,0.021732022436981035,0.021724546017215664,0.021724546017215664,0.021724546017215664,0.0,7.476419765372308e-06,0.2681746902439078,0.05335291150731336,0.9691043287263692,True,True,True
0,1,RIM_ONE_r3,25,0.021559501886289984,0.021551553879065086,0.021551553879065086,0.021551553879065086,0.0,7.94800722489778e-06,0.2765470614870258,0.05478863962418629,0.9696203338063099,True,True,True
0,1,RIM_ONE_r3,26,0.021392572965829765,0.02138414515655806,0.02138414515655806,0.02138414515655806,0.0,8.42780927170724e-06,0.28482005004708255,0.05617501053181741,0.9701452884035648,True,True,True
0,1,RIM_ONE_r3,27,0.021231358422109554,0.021222442885576884,0.021222442885576884,0.021222442885576884,0.0,8.915536532671536e-06,0.2929966330712989,0.057518156573363594,0.970675414549133,True,True,True
0,1,RIM_ONE_r3,28,0.02107602347470785,0.021066612646677148,0.021066612646677148,0.021066612646677148,0.0,9.410828030702339e-06,0.30107785576319696,0.058825207828438475,0.9712098414812859,True,True,True
0,1,RIM_ONE_r3,29,0.020926705539676134,0.020916792291072583,0.020916792291072583,0.020916792291072583,0.0,9.913248603550477e-06,0.30906319809448995,0.06010345763024663,0.9717498166269589,True,True,True
0,1,RIM_ONE_r3,30,0.02078347605959848,0.020773053759877532,0.020773053759877532,0.020773053759877532,0.0,1.0422299720950368e-05,0.31695106793798333,0.06135974040423838,0.9722978273587617,True,True,True
0,1,RIM_ONE_r3,31,0.020646310408960408,0.020635372977617507,0.020635372977617507,0.020635372977617507,0.0,1.093743134289989e-05,0.3247392058276366,0.06260001299867865,0.9728566720041628,True,True,True
0,1,RIM_ONE_r3,32,0.020515063558697613,0.02050360550814622,0.02050360550814622,0.02050360550814622,0.0,1.1458050551392642e-05,0.33242495293052937,0.06382911704748655,0.9734285721215947,True,True,True
0,1,RIM_ONE_r3,33,0.02038947658618392,0.0203774930516198,0.0203774930516198,0.0203774930516198,0.0,1.198353456412321e-05,0.3400055081988565,0.06505074969336938,0.974014456930165,True,True,True
0,1,RIM_ONE_r3,34,0.020269224986171435,0.020256711733541852,0.020256711733541852,0.020256711733541852,0.0,1.2513252629584343e-05,0.3474782389623939,0.06626763722539766,0.9746135174537447,True,True,True
0,1,RIM_ONE_r3,35,0.020153980589098206,0.020140934000180827,0.020140934000180827,0.020140934000180827,0.0,1.3046588917380184e-05,0.35484094769406627,0.0674817828260251,0.9752230493676611,True,True,True
0,1,RIM_ONE_r3,36,0.02004344295348103,0.020029859999125207,0.020029859999125207,0.020029859999125207,0.0,1.3582954355820829e-05,0.362091970717963,0.0686946016786628,0.9758385378678736,True,True,True
0,1,RIM_ONE_r3,37,0.019937326096313393,0.019923204310678472,0.019923204310678472,0.019923204310678472,0.0,1.4121785634920446e-05,0.369230126851413,0.06990686500261512,0.9764539274082263,True,True,True
0,1,RIM_ONE_r3,38,0.01983532988704076,0.01982066734448265,0.01982066734448265,0.01982066734448265,0.0,1.466254255810794e-05,0.3762546738125515,0.07111853496304504,0.9770620451620678,True,True,True
0,1,RIM_ONE_r3,39,0.019737134699204236,0.01972192998311344,0.01972192998311344,0.01972192998311344,0.0,1.5204716090794741e-05,0.38316540759490814,0.0723286342369002,0.9776551521206223,True,True,True
0,1,RIM_ONE_r3,40,0.019642426987962352,0.019626679140418227,0.019626679140418227,0.019626679140418227,0.0,1.5747847544126813e-05,0.38996287301200844,0.07353525082223045,0.9782255615508862,True,True,True
0,1,RIM_ONE_r3,41,0.019550930235571064,0.01953463868845577,0.01953463868845577,0.01953463868845577,0.0,1.6291547115291606e-05,0.3966485165637497,0.07473570405564414,0.9787662327569325,True,True,True
0,1,RIM_ONE_r3,42,0.019462416775851255,0.01944558127539395,0.01944558127539395,0.01944558127539395,0.0,1.6835500457302577e-05,0.40322464927694873,0.07592685156456475,0.9792712614786245,True,True,True
0,1,RIM_ONE_r3,43,0.019376703412308145,0.019359323949748597,0.019359323949748597,0.019359323949748597,0.0,1.7379462559546e-05,0.4096942355375551,0.07710550539850117,0.9797362339310022,True,True,True
0,1,RIM_ONE_r3,44,0.019293649482156443,0.01927572623650526,0.01927572623650526,0.01927572623650526,0.0,1.7923245651183508e-05,0.4160606149697926,0.07826890303813579,0.9801584443218323,True,True,True
0,1,RIM_ONE_r3,45,0.019213163262747985,0.019194696556771775,0.019194696556771775,0.019194696556771775,0.0,1.8466705976210944e-05,0.42232724050446047,0.07941512255230179,0.9805369778546223,True,True,True
0,1,RIM_ONE_r3,46,0.019135202340300226,0.019116192611237197,0.019116192611237197,0.019116192611237197,0.0,1.9009729063028306e-05,0.4284974531127212,0.0805433008151165,0.9808726548438251,True,True,True
0,1,RIM_ONE_r3,47,0.01905975406161616,0.0190402018490391,0.0190402018490391,0.0190402018490391,0.0,1.9552212577057562e-05,0.4345742963622454,0.08165357745888942,0.9811678451287065,True,True,True
0,1,RIM_ONE_r3,48,0.018986802936473382,0.018966708886149024,0.018966708886149024,0.018966708886149024,0.0,2.0094050324358444e-05,0.44056040307851213,0.0827468095027437,0.9814261929212673,True,True,True
0,1,RIM_ONE_r3,49,0.01891630641680081,0.01889567129318426,0.01889567129318426,0.01889567129318426,0.0,2.0635123616549446e-05,0.4464579961346407,0.08382418417697615,0.981652309354048,True,True,True
